Angle,Intensity
29.496178599,8
29.504534233,5
29.512889868,8
29.521245502,4
29.529601137,5
29.537956771,5
29.546312406,8
29.55466804,4
29.563023675,10
29.571379309,10
29.579734944,4
29.588090578,0
29.596446213,10
29.604801847,1
29.613157482,4
29.621513116,4
29.629868751,1
29.638224385,0
29.64658002,4
29.654935654,1
29.663291289,6
29.671646923,1
29.680002558,1
29.688358192,8
29.696713827,10
29.705069461,4
29.713425096,4
29.72178073,5
29.730136365,2
29.738491999,10
29.746847634,4
29.755203268,5
29.763558903,8
29.771914537,4
29.780270172,8
29.788625806,0
29.79698144,2
29.805337075,1
29.813692709,4
29.822048344,2
29.830403978,4
29.838759613,6
29.847115247,6
29.855470882,5
29.863826516,2
29.872182151,4
29.880537785,1
29.88889342,5
29.897249054,5
29.905604689,8
29.913960323,6
29.922315958,2
29.930671592,4
29.939027227,5
29.947382861,4
29.955738496,5
29.96409413,6
29.972449765,9
29.980805399,2
29.989161034,5
29.997516668,5
30.005872303,4
30.014227937,5
30.022583572,5
30.030939206,0
30.039294841,0
30.047650475,2
30.05600611,8
30.064361744,4
30.072717379,4
30.081073013,1
30.089428648,5
30.097784282,0
30.106139917,5
30.114495551,5
30.122851186,8
30.13120682,5
30.139562455,10
30.147918089,4
30.156273724,5
30.164629358,5
30.172984992,5
30.181340627,2
30.189696261,1
30.198051896,2
30.20640753,2
30.214763165,0
30.223118799,4
30.231474434,4
30.239830068,2
30.248185703,2
30.256541337,8
30.264896972,5
30.273252606,6
30.281608241,4
30.289963875,6
30.29831951,5
30.306675144,12
30.315030779,4
30.323386413,0
30.331742048,6
30.340097682,8
30.348453317,8
30.356808951,9
30.365164586,6
30.37352022,0
30.381875855,8
30.390231489,4
30.398587124,8
30.406942758,4
30.415298393,8
30.423654027,5
30.432009662,2
30.440365296,4
30.448720931,4
30.457076565,2
30.4654322,4
30.473787834,2
30.482143469,9
30.490499103,1
30.498854738,8
30.507210372,1
30.515566007,5
30.523921641,4
30.532277275,4
30.54063291,4
30.548988544,4
30.557344179,6
30.565699813,2
30.574055448,4
30.582411082,5
30.590766717,1
30.599122351,5
30.607477986,2
30.61583362,2
30.624189255,8
30.632544889,1
30.640900524,2
30.649256158,8
30.657611793,2
30.665967427,2
30.674323062,2
30.682678696,5
30.691034331,1
30.699389965,4
30.7077456,8
30.716101234,6
30.724456869,4
30.732812503,4
30.741168138,0
30.749523772,5
30.757879407,2
30.766235041,9
30.774590676,5
30.78294631,2
30.791301945,1
30.799657579,4
30.808013214,5
30.816368848,5
30.824724483,5
30.833080117,2
30.841435752,2
30.849791386,5
30.858147021,8
30.866502655,2
30.87485829,9
30.883213924,4
30.891569558,4
30.899925193,4
30.908280827,8
30.916636462,1
30.924992096,2
30.933347731,9
30.941703365,6
30.950059,9
30.958414634,2
30.966770269,8
30.975125903,2
30.983481538,2
30.991837172,2
31.000192807,2
31.008548441,4
31.016904076,1
31.02525971,6
31.033615345,4
31.041970979,2
31.050326614,2
31.058682248,1
31.067037883,4
31.075393517,2
31.083749152,4
31.092104786,4
31.100460421,6
31.108816055,5
31.11717169,2
31.125527324,1
31.133882959,2
31.142238593,5
31.150594228,8
31.158949862,2
31.167305497,5
31.175661131,6
31.184016766,0
31.1923724,2
31.200728035,2
31.209083669,0
31.217439304,6
31.225794938,4
31.234150573,2
31.242506207,4
31.250861841,4
31.259217476,6
31.26757311,9
31.275928745,5
31.284284379,2
31.292640014,4
31.300995648,6
31.309351283,9
31.317706917,6
31.326062552,2
31.334418186,1
31.342773821,4
31.351129455,1
31.35948509,5
31.367840724,0
31.376196359,2
31.384551993,8
31.392907628,8
31.401263262,1
31.409618897,1
31.417974531,5
31.426330166,8
31.4346858,0
31.443041435,1
31.451397069,4
31.459752704,6
31.468108338,5
31.476463973,4
31.484819607,1
31.493175242,2
31.501530876,2
31.509886511,4
31.518242145,5
31.52659778,1
31.534953414,6
31.543309049,1
31.551664683,2
31.560020318,4
31.568375952,2
31.576731587,1
31.585087221,1
31.593442856,5
31.60179849,8
31.610154124,10
31.618509759,2
31.626865393,2
31.635221028,5
31.643576662,10
31.651932297,5
31.660287931,1
31.668643566,4
31.6769992,4
31.685354835,6
31.693710469,6
31.702066104,5
31.710421738,4
31.718777373,4
31.727133007,4
31.735488642,1
31.743844276,4
31.752199911,4
31.760555545,4
31.76891118,1
31.777266814,8
31.785622449,2
31.793978083,1
31.802333718,2
31.810689352,6
31.819044987,2
31.827400621,5
31.835756256,5
31.84411189,2
31.852467525,5
31.860823159,8
31.869178794,4
31.877534428,1
31.885890063,0
31.894245697,1
31.902601332,9
31.910956966,9
31.919312601,4
31.927668235,2
31.93602387,8
31.944379504,1
31.952735139,5
31.961090773,2
31.969446408,2
31.977802042,2
31.986157676,0
31.994513311,8
32.002868945,6
32.01122458,2
32.019580214,6
32.027935849,5
32.036291483,4
32.044647118,5
32.053002752,4
32.061358387,8
32.069714021,2
32.078069656,0
32.08642529,6
32.094780925,2
32.103136559,1
32.111492194,6
32.119847828,5
32.128203463,2
32.136559097,6
32.144914732,1
32.153270366,0
32.161626001,4
32.169981635,2
32.17833727,8
32.186692904,4
32.195048539,4
32.203404173,2
32.211759808,1
32.220115442,4
32.228471077,5
32.236826711,4
32.245182346,2
32.25353798,1
32.261893615,8
32.270249249,5
32.278604884,2
32.286960518,2
32.295316153,4
32.303671787,8
32.312027422,2
32.320383056,6
32.328738691,5
32.337094325,4
32.345449959,6
32.353805594,1
32.362161228,2
32.370516863,4
32.378872497,2
32.387228132,4
32.395583766,1
32.403939401,2
32.412295035,1
32.42065067,5
32.429006304,8
32.437361939,4
32.445717573,5
32.454073208,1
32.462428842,2
32.470784477,8
32.479140111,0
32.487495746,1
32.49585138,4
32.504207015,4
32.512562649,6
32.520918284,1
32.529273918,2
32.537629553,2
32.545985187,6
32.554340822,2
32.562696456,5
32.571052091,4
32.579407725,1
32.58776336,2
32.596118994,4
32.604474629,5
32.612830263,5
32.621185898,1
32.629541532,5
32.637897167,5
32.646252801,4
32.654608436,1
32.66296407,1
32.671319705,2
32.679675339,2
32.688030974,1
32.696386608,4
32.704742242,1
32.713097877,2
32.721453511,2
32.729809146,5
32.73816478,9
32.746520415,0
32.754876049,4
32.763231684,0
32.771587318,6
32.779942953,8
32.788298587,1
32.796654222,1
32.805009856,1
32.813365491,5
32.821721125,1
32.83007676,2
32.838432394,6
32.846788029,6
32.855143663,9
32.863499298,5
32.871854932,0
32.880210567,8
32.888566201,9
32.896921836,4
32.90527747,1
32.913633105,1
32.921988739,1
32.930344374,4
32.938700008,5
32.947055643,1
32.955411277,6
32.963766912,5
32.972122546,2
