Divergence slit,Fixed,0.19mm,,,,,,,,,,,,,,69.1631,34.58155,0.603561908,1.226481993,1.50425808,16.427,24.71044749,4.970960419
Monochromator used,NO,,,,,,,,,,,,,,,88.0468,44.0234,0.768353278,1.001687748,1.003378345,24.623,24.70618498,4.97053166
Generator voltage,45,,,,,,,,,,,,,,,,,,,,,,
Tube current,40,,,,,,,,,,,,,,,,,,,,,,
File date and time,11/6/2018 9:22,,,,,,,,,,,,,,,,,,,,,,
Unit cell,,,,,,,,,,,,,,,,,,,,,,,
h k l, 0 0 0,,,,,,,,,,,,,,,,,,,,,,
Scan axis,Gonio,,,,,,,,,,,,,,,,,,,,,,
Scan range,10.001,149.9996559,,,,,,,,,,,,,,,,,,,,,
Scan step size,0.0083556,,,,,,,,,,,,,,,,,,,,,,
No. of points,16755,,,,,,,,,,,,,,,,,,,,,,
Scan type,CONTINUOUS,,,,,,,,,,,,,,,,,,,,,,
Phi,0,,,,,,,,,,,,,,,,,,,,,,
Time per step,1.905,,,,,,,,,,,,,,,,,,,,,,
[Scan points],,,,,,,,,,,,,,,,,,,,,,,
Angle,Intensity,,,,,,,,,,,,,,,,,,,,,,
26.54097847,6,,,,,,,,,,,,,,,,,,,,,,
26.54933411,5,,,,,,,,,,,,,,,,,,,,,,
26.55768974,0,,,,,,,,,,,,,,,,,,,,,,
26.56604538,2,,,,,,,,,,,,,,,,,,,,,,
26.57440101,8,,,,,,,,,,,,,,,,,,,,,,
26.58275665,5,,,,,,,,,,,,,,,,,,,,,,
26.59111228,5,,,,,,,,,,,,,,,,,,,,,,
26.59946791,4,,,,,,,,,,,,,,,,,,,,,,
26.60782355,8,,,,,,,,,,,,,,,,,,,,,,
26.61617918,2,,,,,,,,,,,,,,,,,,,,,,
26.62453482,4,,,,,,,,,,,,,,,,,,,,,,
26.63289045,4,,,,,,,,,,,,,,,,,,,,,,
26.64124609,2,,,,,,,,,,,,,,,,,,,,,,
26.64960172,6,,,,,,,,,,,,,,,,,,,,,,
26.65795736,5,,,,,,,,,,,,,,,,,,,,,,
26.66631299,4,,,,,,,,,,,,,,,,,,,,,,
26.67466863,10,,,,,,,,,,,,,,,,,,,,,,
26.68302426,5,,,,,,,,,,,,,,,,,,,,,,
26.69137989,4,,,,,,,,,,,,,,,,,,,,,,
26.69973553,0,,,,,,,,,,,,,,,,,,,,,,
26.70809116,5,,,,,,,,,,,,,,,,,,,,,,
26.7164468,2,,,,,,,,,,,,,,,,,,,,,,
26.72480243,4,,,,,,,,,,,,,,,,,,,,,,
26.73315807,4,,,,,,,,,,,,,,,,,,,,,,
26.7415137,12,,,,,,,,,,,,,,,,,,,,,,
26.74986934,5,,,,,,,,,,,,,,,,,,,,,,
26.75822497,1,,,,,,,,,,,,,,,,,,,,,,
26.7665806,2,,,,,,,,,,,,,,,,,,,,,,
26.77493624,4,,,,,,,,,,,,,,,,,,,,,,
26.78329187,4,,,,,,,,,,,,,,,,,,,,,,
26.79164751,6,,,,,,,,,,,,,,,,,,,,,,
26.80000314,1,,,,,,,,,,,,,,,,,,,,,,
26.80835878,2,,,,,,,,,,,,,,,,,,,,,,
26.81671441,1,,,,,,,,,,,,,,,,,,,,,,
26.82507005,6,,,,,,,,,,,,,,,,,,,,,,
26.83342568,1,,,,,,,,,,,,,,,,,,,,,,
26.84178131,5,,,,,,,,,,,,,,,,,,,,,,
26.85013695,6,,,,,,,,,,,,,,,,,,,,,,
26.85849258,5,,,,,,,,,,,,,,,,,,,,,,
26.86684822,5,,,,,,,,,,,,,,,,,,,,,,
26.87520385,4,,,,,,,,,,,,,,,,,,,,,,
26.88355949,2,,,,,,,,,,,,,,,,,,,,,,
26.89191512,5,,,,,,,,,,,,,,,,,,,,,,
26.90027076,4,,,,,,,,,,,,,,,,,,,,,,
26.90862639,10,,,,,,,,,,,,,,,,,,,,,,
26.91698203,6,,,,,,,,,,,,,,,,,,,,,,
26.92533766,6,,,,,,,,,,,,,,,,,,,,,,
26.93369329,1,,,,,,,,,,,,,,,,,,,,,,
26.94204893,2,,,,,,,,,,,,,,,,,,,,,,
26.95040456,2,,,,,,,,,,,,,,,,,,,,,,
26.9587602,1,,,,,,,,,,,,,,,,,,,,,,
26.96711583,4,,,,,,,,,,,,,,,,,,,,,,
26.97547147,8,,,,,,,,,,,,,,,,,,,,,,
26.9838271,5,,,,,,,,,,,,,,,,,,,,,,
26.99218274,1,,,,,,,,,,,,,,,,,,,,,,
27.00053837,8,,,,,,,,,,,,,,,,,,,,,,
27.008894,5,,,,,,,,,,,,,,,,,,,,,,
27.01724964,5,,,,,,,,,,,,,,,,,,,,,,
27.02560527,10,,,,,,,,,,,,,,,,,,,,,,
27.03396091,5,,,,,,,,,,,,,,,,,,,,,,
27.04231654,4,,,,,,,,,,,,,,,,,,,,,,
27.05067218,2,,,,,,,,,,,,,,,,,,,,,,
27.05902781,2,,,,,,,,,,,,,,,,,,,,,,
27.06738345,5,,,,,,,,,,,,,,,,,,,,,,
27.07573908,5,,,,,,,,,,,,,,,,,,,,,,
27.08409471,1,,,,,,,,,,,,,,,,,,,,,,
27.09245035,1,,,,,,,,,,,,,,,,,,,,,,
27.10080598,4,,,,,,,,,,,,,,,,,,,,,,
27.10916162,6,,,,,,,,,,,,,,,,,,,,,,
27.11751725,8,,,,,,,,,,,,,,,,,,,,,,
27.12587289,6,,,,,,,,,,,,,,,,,,,,,,
27.13422852,2,,,,,,,,,,,,,,,,,,,,,,
27.14258416,8,,,,,,,,,,,,,,,,,,,,,,
27.15093979,1,,,,,,,,,,,,,,,,,,,,,,
27.15929543,4,,,,,,,,,,,,,,,,,,,,,,
27.16765106,4,,,,,,,,,,,,,,,,,,,,,,
27.17600669,6,,,,,,,,,,,,,,,,,,,,,,
27.18436233,6,,,,,,,,,,,,,,,,,,,,,,
27.19271796,2,,,,,,,,,,,,,,,,,,,,,,
27.2010736,9,,,,,,,,,,,,,,,,,,,,,,
27.20942923,4,,,,,,,,,,,,,,,,,,,,,,
27.21778487,5,,,,,,,,,,,,,,,,,,,,,,
27.2261405,2,,,,,,,,,,,,,,,,,,,,,,
27.23449614,8,,,,,,,,,,,,,,,,,,,,,,
27.24285177,6,,,,,,,,,,,,,,,,,,,,,,
27.2512074,8,,,,,,,,,,,,,,,,,,,,,,
27.25956304,9,,,,,,,,,,,,,,,,,,,,,,
27.26791867,6,,,,,,,,,,,,,,,,,,,,,,
27.27627431,5,,,,,,,,,,,,,,,,,,,,,,
27.28462994,6,,,,,,,,,,,,,,,,,,,,,,
27.29298558,5,,,,,,,,,,,,,,,,,,,,,,
27.30134121,9,,,,,,,,,,,,,,,,,,,,,,
27.30969685,1,,,,,,,,,,,,,,,,,,,,,,
27.31805248,4,,,,,,,,,,,,,,,,,,,,,,
27.32640812,4,,,,,,,,,,,,,,,,,,,,,,
27.33476375,6,,,,,,,,,,,,,,,,,,,,,,
27.34311938,8,,,,,,,,,,,,,,,,,,,,,,
27.35147502,4,,,,,,,,,,,,,,,,,,,,,,
27.35983065,6,,,,,,,,,,,,,,,,,,,,,,
27.36818629,5,,,,,,,,,,,,,,,,,,,,,,
27.37654192,5,,,,,,,,,,,,,,,,,,,,,,
27.38489756,4,,,,,,,,,,,,,,,,,,,,,,
27.39325319,1,,,,,,,,,,,,,,,,,,,,,,
27.40160883,6,,,,,,,,,,,,,,,,,,,,,,
27.40996446,5,,,,,,,,,,,,,,,,,,,,,,
27.41832009,2,,,,,,,,,,,,,,,,,,,,,,
27.42667573,4,,,,,,,,,,,,,,,,,,,,,,
27.43503136,5,,,,,,,,,,,,,,,,,,,,,,
27.443387,0,,,,,,,,,,,,,,,,,,,,,,
27.45174263,4,,,,,,,,,,,,,,,,,,,,,,
27.46009827,5,,,,,,,,,,,,,,,,,,,,,,
27.4684539,5,,,,,,,,,,,,,,,,,,,,,,
27.47680954,6,,,,,,,,,,,,,,,,,,,,,,
27.48516517,10,,,,,,,,,,,,,,,,,,,,,,
27.4935208,9,,,,,,,,,,,,,,,,,,,,,,
27.50187644,4,,,,,,,,,,,,,,,,,,,,,,
27.51023207,5,,,,,,,,,,,,,,,,,,,,,,
27.51858771,4,,,,,,,,,,,,,,,,,,,,,,
27.52694334,6,,,,,,,,,,,,,,,,,,,,,,
27.53529898,10,,,,,,,,,,,,,,,,,,,,,,
27.54365461,6,,,,,,,,,,,,,,,,,,,,,,
27.55201025,10,,,,,,,,,,,,,,,,,,,,,,
27.56036588,9,,,,,,,,,,,,,,,,,,,,,,
27.56872152,4,,,,,,,,,,,,,,,,,,,,,,
27.57707715,2,,,,,,,,,,,,,,,,,,,,,,
27.58543278,6,,,,,,,,,,,,,,,,,,,,,,
27.59378842,12,,,,,,,,,,,,,,,,,,,,,,
27.60214405,4,,,,,,,,,,,,,,,,,,,,,,
27.61049969,10,,,,,,,,,,,,,,,,,,,,,,
27.61885532,8,,,,,,,,,,,,,,,,,,,,,,
27.62721096,1,,,,,,,,,,,,,,,,,,,,,,
27.63556659,6,,,,,,,,,,,,,,,,,,,,,,
27.64392223,8,,,,,,,,,,,,,,,,,,,,,,
27.65227786,10,,,,,,,,,,,,,,,,,,,,,,
27.66063349,5,,,,,,,,,,,,,,,,,,,,,,
27.66898913,5,,,,,,,,,,,,,,,,,,,,,,
27.67734476,9,,,,,,,,,,,,,,,,,,,,,,
27.6857004,6,,,,,,,,,,,,,,,,,,,,,,
27.69405603,5,,,,,,,,,,,,,,,,,,,,,,
27.70241167,2,,,,,,,,,,,,,,,,,,,,,,
27.7107673,8,,,,,,,,,,,,,,,,,,,,,,
27.71912294,8,,,,,,,,,,,,,,,,,,,,,,
27.72747857,6,,,,,,,,,,,,,,,,,,,,,,
27.73583421,5,,,,,,,,,,,,,,,,,,,,,,
27.74418984,8,,,,,,,,,,,,,,,,,,,,,,
27.75254547,4,,,,,,,,,,,,,,,,,,,,,,
27.76090111,2,,,,,,,,,,,,,,,,,,,,,,
27.76925674,4,,,,,,,,,,,,,,,,,,,,,,
27.77761238,10,,,,,,,,,,,,,,,,,,,,,,
27.78596801,5,,,,,,,,,,,,,,,,,,,,,,
27.79432365,8,,,,,,,,,,,,,,,,,,,,,,
27.80267928,12,,,,,,,,,,,,,,,,,,,,,,
27.81103492,4,,,,,,,,,,,,,,,,,,,,,,
27.81939055,5,,,,,,,,,,,,,,,,,,,,,,
27.82774618,9,,,,,,,,,,,,,,,,,,,,,,
27.83610182,8,,,,,,,,,,,,,,,,,,,,,,
27.84445745,14,,,,,,,,,,,,,,,,,,,,,,
27.85281309,6,,,,,,,,,,,,,,,,,,,,,,
27.86116872,4,,,,,,,,,,,,,,,,,,,,,,
27.86952436,2,,,,,,,,,,,,,,,,,,,,,,
27.87787999,4,,,,,,,,,,,,,,,,,,,,,,
27.88623563,13,,,,,,,,,,,,,,,,,,,,,,
27.89459126,8,,,,,,,,,,,,,,,,,,,,,,
27.90294689,8,,,,,,,,,,,,,,,,,,,,,,
27.91130253,6,,,,,,,,,,,,,,,,,,,,,,
27.91965816,12,,,,,,,,,,,,,,,,,,,,,,
27.9280138,4,,,,,,,,,,,,,,,,,,,,,,
27.93636943,8,,,,,,,,,,,,,,,,,,,,,,
27.94472507,12,,,,,,,,,,,,,,,,,,,,,,
27.9530807,5,,,,,,,,,,,,,,,,,,,,,,
27.96143634,10,,,,,,,,,,,,,,,,,,,,,,
27.96979197,14,,,,,,,,,,,,,,,,,,,,,,
27.97814761,12,,,,,,,,,,,,,,,,,,,,,,
27.98650324,10,,,,,,,,,,,,,,,,,,,,,,
27.99485887,8,,,,,,,,,,,,,,,,,,,,,,
28.00321451,4,,,,,,,,,,,,,,,,,,,,,,
28.01157014,9,,,,,,,,,,,,,,,,,,,,,,
28.01992578,20,,,,,,,,,,,,,,,,,,,,,,
28.02828141,12,,,,,,,,,,,,,,,,,,,,,,
28.03663705,6,,,,,,,,,,,,,,,,,,,,,,
28.04499268,9,,,,,,,,,,,,,,,,,,,,,,
28.05334832,10,,,,,,,,,,,,,,,,,,,,,,
28.06170395,13,,,,,,,,,,,,,,,,,,,,,,
28.07005958,10,,,,,,,,,,,,,,,,,,,,,,
28.07841522,8,,,,,,,,,,,,,,,,,,,,,,
28.08677085,6,,,,,,,,,,,,,,,,,,,,,,
28.09512649,8,,,,,,,,,,,,,,,,,,,,,,
28.10348212,5,,,,,,,,,,,,,,,,,,,,,,
28.11183776,8,,,,,,,,,,,,,,,,,,,,,,
28.12019339,16,,,,,,,,,,,,,,,,,,,,,,
28.12854903,18,,,,,,,,,,,,,,,,,,,,,,
28.13690466,12,,,,,,,,,,,,,,,,,,,,,,
28.14526029,10,,,,,,,,,,,,,,,,,,,,,,
28.15361593,14,,,,,,,,,,,,,,,,,,,,,,
28.16197156,20,,,,,,,,,,,,,,,,,,,,,,
28.1703272,24,,,,,,,,,,,,,,,,,,,,,,
28.17868283,6,,,,,,,,,,,,,,,,,,,,,,
28.18703847,17,,,,,,,,,,,,,,,,,,,,,,
28.1953941,36,,,,,,,,,,,,,,,,,,,,,,
28.20374974,26,,,,,,,,,,,,,,,,,,,,,,
28.21210537,21,,,,,,,,,,,,,,,,,,,,,,
28.22046101,24,,,,,,,,,,,,,,,,,,,,,,
28.22881664,18,,,,,,,,,,,,,,,,,,,,,,
28.23717227,33,,,,,,,,,,,,,,,,,,,,,,
28.24552791,32,,,,,,,,,,,,,,,,,,,,,,
28.25388354,56,,,,,,,,,,,,,,,,,,,,,,
28.26223918,57,,,,,,,,,,,,,,,,,,,,,,
28.27059481,88,,,,,,,,,,,,,,,,,,,,,,
28.27895045,78,,,,,,,,,,,,,,,,,,,,,,
28.28730608,58,,,,,,,,,,,,,,,,,,,,,,
28.29566172,54,,,,,,,,,,,,,,,,,,,,,,
28.30401735,41,,,,,,,,,,,,,,,,,,,,,,
28.31237298,68,,,,,,,,,,,,,,,,,,,,,,
28.32072862,64,,,,,,,,,,,,,,,,,,,,,,
28.32908425,78,,,,,,,,,,,,,,,,,,,,,,
28.33743989,88,,,,,,,,,,,,,,,,,,,,,,
28.34579552,101,,,,,,,,,,,,,,,,,,,,,,
28.35415116,128,,,,,,,,,,,,,,,,,,,,,,
28.36250679,151,,,,,,,,,,,,,,,,,,,,,,
28.37086243,197,,,,,,,,,,,,,,,,,,,,,,
28.37921806,294,,,,,,,,,,,,,,,,,,,,,,
28.3875737,318,,,,,,,,,,,,,,,,,,,,,,
28.39592933,359,,,,,,,,,,,,,,,,,,,,,,
28.40428496,294,,,,,,,,,,,,,,,,,,,,,,
28.4126406,270,,,,,,,,,,,,,,,,,,,,,,
28.42099623,263,,,,,,,,,,,,,,,,,,,,,,
28.42935187,271,,,,,,,,,,,,,,,,,,,,,,
28.4377075,369,,,,,,,,,,,,,,,,,,,,,,
28.44606314,469,,,,,,,,,,,,,,,,,,,,,,
28.45441877,534,,,,,,,,,,,,,,,,,,,,,,
28.46277441,586,,,,,,,,,,,,,,,,,,,,,,
28.47113004,746,,,,,,,,,,,,,,,,,,,,,,
28.47948567,1095,,,,,,,,,,,,,,,,,,,,,,
28.48784131,1669,,,,,,,,,,,,,,,,,,,,,,
28.49619694,1994,,,,,,,,,,,,,,,,,,,,,,
28.50455258,1925,,,,,,,,,,,,,,,,,,,,,,
28.51290821,1734,,,,,,,,,,,,,,,,,,,,,,
28.52126385,1398,,,,,,,,,,,,,,,,,,,,,,
28.52961948,1556,,,,,,,,,,,,,,,,,,,,,,
28.53797512,1509,,,,,,,,,,,,,,,,,,,,,,
28.54633075,1244,,,,,,,,,,,,,,,,,,,,,,
28.55468638,1060,,,,,,,,,,,,,,,,,,,,,,
28.56304202,1024,,,,,,,,,,,,,,,,,,,,,,
28.57139765,1105,,,,,,,,,,,,,,,,,,,,,,
28.57975329,953,,,,,,,,,,,,,,,,,,,,,,
28.58810892,768,,,,,,,,,,,,,,,,,,,,,,
28.59646456,715,,,,,,,,,,,,,,,,,,,,,,
28.60482019,790,,,,,,,,,,,,,,,,,,,,,,
28.61317583,659,,,,,,,,,,,,,,,,,,,,,,
28.62153146,466,,,,,,,,,,,,,,,,,,,,,,
28.6298871,256,,,,,,,,,,,,,,,,,,,,,,
28.63824273,157,,,,,,,,,,,,,,,,,,,,,,
28.64659836,92,,,,,,,,,,,,,,,,,,,,,,
28.654954,88,,,,,,,,,,,,,,,,,,,,,,
28.66330963,74,,,,,,,,,,,,,,,,,,,,,,
28.67166527,72,,,,,,,,,,,,,,,,,,,,,,
28.6800209,69,,,,,,,,,,,,,,,,,,,,,,
28.68837654,60,,,,,,,,,,,,,,,,,,,,,,
28.69673217,49,,,,,,,,,,,,,,,,,,,,,,
28.70508781,34,,,,,,,,,,,,,,,,,,,,,,
28.71344344,26,,,,,,,,,,,,,,,,,,,,,,
28.72179907,22,,,,,,,,,,,,,,,,,,,,,,
28.73015471,25,,,,,,,,,,,,,,,,,,,,,,
28.73851034,28,,,,,,,,,,,,,,,,,,,,,,
28.74686598,26,,,,,,,,,,,,,,,,,,,,,,
28.75522161,18,,,,,,,,,,,,,,,,,,,,,,
28.76357725,28,,,,,,,,,,,,,,,,,,,,,,
28.77193288,14,,,,,,,,,,,,,,,,,,,,,,
28.78028852,22,,,,,,,,,,,,,,,,,,,,,,
28.78864415,22,,,,,,,,,,,,,,,,,,,,,,
28.79699979,9,,,,,,,,,,,,,,,,,,,,,,
28.80535542,20,,,,,,,,,,,,,,,,,,,,,,
28.81371105,22,,,,,,,,,,,,,,,,,,,,,,
28.82206669,17,,,,,,,,,,,,,,,,,,,,,,
28.83042232,17,,,,,,,,,,,,,,,,,,,,,,
28.83877796,12,,,,,,,,,,,,,,,,,,,,,,
28.84713359,10,,,,,,,,,,,,,,,,,,,,,,
28.85548923,10,,,,,,,,,,,,,,,,,,,,,,
28.86384486,8,,,,,,,,,,,,,,,,,,,,,,
28.8722005,12,,,,,,,,,,,,,,,,,,,,,,
28.88055613,8,,,,,,,,,,,,,,,,,,,,,,
28.88891176,13,,,,,,,,,,,,,,,,,,,,,,
28.8972674,20,,,,,,,,,,,,,,,,,,,,,,
28.90562303,20,,,,,,,,,,,,,,,,,,,,,,
28.91397867,8,,,,,,,,,,,,,,,,,,,,,,
28.9223343,10,,,,,,,,,,,,,,,,,,,,,,
28.93068994,10,,,,,,,,,,,,,,,,,,,,,,
28.93904557,8,,,,,,,,,,,,,,,,,,,,,,
28.94740121,10,,,,,,,,,,,,,,,,,,,,,,
28.95575684,17,,,,,,,,,,,,,,,,,,,,,,
28.96411247,20,,,,,,,,,,,,,,,,,,,,,,
28.97246811,12,,,,,,,,,,,,,,,,,,,,,,
28.98082374,8,,,,,,,,,,,,,,,,,,,,,,
28.98917938,4,,,,,,,,,,,,,,,,,,,,,,
28.99753501,12,,,,,,,,,,,,,,,,,,,,,,
29.00589065,16,,,,,,,,,,,,,,,,,,,,,,
29.01424628,6,,,,,,,,,,,,,,,,,,,,,,
29.02260192,13,,,,,,,,,,,,,,,,,,,,,,
29.03095755,14,,,,,,,,,,,,,,,,,,,,,,
29.03931319,10,,,,,,,,,,,,,,,,,,,,,,
29.04766882,4,,,,,,,,,,,,,,,,,,,,,,
29.05602445,8,,,,,,,,,,,,,,,,,,,,,,
29.06438009,6,,,,,,,,,,,,,,,,,,,,,,
29.07273572,8,,,,,,,,,,,,,,,,,,,,,,
29.08109136,6,,,,,,,,,,,,,,,,,,,,,,
29.08944699,9,,,,,,,,,,,,,,,,,,,,,,
29.09780263,8,,,,,,,,,,,,,,,,,,,,,,
29.10615826,2,,,,,,,,,,,,,,,,,,,,,,
29.1145139,10,,,,,,,,,,,,,,,,,,,,,,
29.12286953,12,,,,,,,,,,,,,,,,,,,,,,
29.13122516,10,,,,,,,,,,,,,,,,,,,,,,
29.1395808,8,,,,,,,,,,,,,,,,,,,,,,
29.14793643,5,,,,,,,,,,,,,,,,,,,,,,
29.15629207,9,,,,,,,,,,,,,,,,,,,,,,
29.1646477,13,,,,,,,,,,,,,,,,,,,,,,
29.17300334,6,,,,,,,,,,,,,,,,,,,,,,
29.18135897,8,,,,,,,,,,,,,,,,,,,,,,
29.18971461,5,,,,,,,,,,,,,,,,,,,,,,
29.19807024,9,,,,,,,,,,,,,,,,,,,,,,
29.20642588,5,,,,,,,,,,,,,,,,,,,,,,
29.21478151,6,,,,,,,,,,,,,,,,,,,,,,
29.22313714,8,,,,,,,,,,,,,,,,,,,,,,
29.23149278,10,,,,,,,,,,,,,,,,,,,,,,
29.23984841,9,,,,,,,,,,,,,,,,,,,,,,
29.24820405,5,,,,,,,,,,,,,,,,,,,,,,
29.25655968,6,,,,,,,,,,,,,,,,,,,,,,
29.26491532,8,,,,,,,,,,,,,,,,,,,,,,
29.27327095,5,,,,,,,,,,,,,,,,,,,,,,
29.28162659,6,,,,,,,,,,,,,,,,,,,,,,
29.28998222,13,,,,,,,,,,,,,,,,,,,,,,
29.29833785,8,,,,,,,,,,,,,,,,,,,,,,
29.30669349,10,,,,,,,,,,,,,,,,,,,,,,
29.31504912,5,,,,,,,,,,,,,,,,,,,,,,
29.32340476,2,,,,,,,,,,,,,,,,,,,,,,
29.33176039,10,,,,,,,,,,,,,,,,,,,,,,
29.34011603,8,,,,,,,,,,,,,,,,,,,,,,
29.34847166,14,,,,,,,,,,,,,,,,,,,,,,
29.3568273,6,,,,,,,,,,,,,,,,,,,,,,
29.36518293,8,,,,,,,,,,,,,,,,,,,,,,
29.37353856,9,,,,,,,,,,,,,,,,,,,,,,
29.3818942,6,,,,,,,,,,,,,,,,,,,,,,
29.39024983,5,,,,,,,,,,,,,,,,,,,,,,
29.39860547,1,,,,,,,,,,,,,,,,,,,,,,
29.4069611,9,,,,,,,,,,,,,,,,,,,,,,
29.41531674,10,,,,,,,,,,,,,,,,,,,,,,
29.42367237,9,,,,,,,,,,,,,,,,,,,,,,
29.43202801,8,,,,,,,,,,,,,,,,,,,,,,
29.44038364,10,,,,,,,,,,,,,,,,,,,,,,
29.44873928,13,,,,,,,,,,,,,,,,,,,,,,
29.45709491,2,,,,,,,,,,,,,,,,,,,,,,
29.46545054,4,,,,,,,,,,,,,,,,,,,,,,
29.47380618,4,,,,,,,,,,,,,,,,,,,,,,
29.48216181,9,,,,,,,,,,,,,,,,,,,,,,
29.49051745,5,,,,,,,,,,,,,,,,,,,,,,
29.49887308,5,,,,,,,,,,,,,,,,,,,,,,
29.50722872,6,,,,,,,,,,,,,,,,,,,,,,
29.51558435,8,,,,,,,,,,,,,,,,,,,,,,
29.52393999,9,,,,,,,,,,,,,,,,,,,,,,
29.53229562,13,,,,,,,,,,,,,,,,,,,,,,
29.54065125,8,,,,,,,,,,,,,,,,,,,,,,
29.54900689,4,,,,,,,,,,,,,,,,,,,,,,
29.55736252,14,,,,,,,,,,,,,,,,,,,,,,
29.56571816,5,,,,,,,,,,,,,,,,,,,,,,
29.57407379,9,,,,,,,,,,,,,,,,,,,,,,
29.58242943,2,,,,,,,,,,,,,,,,,,,,,,
29.59078506,8,,,,,,,,,,,,,,,,,,,,,,
29.5991407,6,,,,,,,,,,,,,,,,,,,,,,
29.60749633,0,,,,,,,,,,,,,,,,,,,,,,
29.61585196,4,,,,,,,,,,,,,,,,,,,,,,
29.6242076,2,,,,,,,,,,,,,,,,,,,,,,
29.63256323,4,,,,,,,,,,,,,,,,,,,,,,
29.64091887,5,,,,,,,,,,,,,,,,,,,,,,
29.6492745,5,,,,,,,,,,,,,,,,,,,,,,
29.65763014,2,,,,,,,,,,,,,,,,,,,,,,
29.66598577,1,,,,,,,,,,,,,,,,,,,,,,
29.67434141,10,,,,,,,,,,,,,,,,,,,,,,
29.68269704,6,,,,,,,,,,,,,,,,,,,,,,
29.69105268,5,,,,,,,,,,,,,,,,,,,,,,
29.69940831,6,,,,,,,,,,,,,,,,,,,,,,
29.70776394,4,,,,,,,,,,,,,,,,,,,,,,
29.71611958,9,,,,,,,,,,,,,,,,,,,,,,
29.72447521,6,,,,,,,,,,,,,,,,,,,,,,
29.73283085,5,,,,,,,,,,,,,,,,,,,,,,
29.74118648,10,,,,,,,,,,,,,,,,,,,,,,
29.74954212,4,,,,,,,,,,,,,,,,,,,,,,
29.75789775,6,,,,,,,,,,,,,,,,,,,,,,
29.76625339,9,,,,,,,,,,,,,,,,,,,,,,
29.77460902,2,,,,,,,,,,,,,,,,,,,,,,
29.78296465,1,,,,,,,,,,,,,,,,,,,,,,
29.79132029,5,,,,,,,,,,,,,,,,,,,,,,
29.79967592,4,,,,,,,,,,,,,,,,,,,,,,
29.80803156,5,,,,,,,,,,,,,,,,,,,,,,
29.81638719,8,,,,,,,,,,,,,,,,,,,,,,
29.82474283,8,,,,,,,,,,,,,,,,,,,,,,
29.83309846,1,,,,,,,,,,,,,,,,,,,,,,
29.8414541,4,,,,,,,,,,,,,,,,,,,,,,
29.84980973,8,,,,,,,,,,,,,,,,,,,,,,
29.85816537,8,,,,,,,,,,,,,,,,,,,,,,
29.866521,1,,,,,,,,,,,,,,,,,,,,,,
29.87487663,5,,,,,,,,,,,,,,,,,,,,,,
29.88323227,5,,,,,,,,,,,,,,,,,,,,,,
29.8915879,6,,,,,,,,,,,,,,,,,,,,,,
29.89994354,1,,,,,,,,,,,,,,,,,,,,,,
29.90829917,5,,,,,,,,,,,,,,,,,,,,,,
29.91665481,5,,,,,,,,,,,,,,,,,,,,,,
29.92501044,5,,,,,,,,,,,,,,,,,,,,,,
29.93336608,6,,,,,,,,,,,,,,,,,,,,,,
29.94172171,2,,,,,,,,,,,,,,,,,,,,,,
29.95007734,6,,,,,,,,,,,,,,,,,,,,,,
29.95843298,5,,,,,,,,,,,,,,,,,,,,,,
29.96678861,5,,,,,,,,,,,,,,,,,,,,,,
29.97514425,4,,,,,,,,,,,,,,,,,,,,,,
29.98349988,2,,,,,,,,,,,,,,,,,,,,,,
29.99185552,2,,,,,,,,,,,,,,,,,,,,,,
30.00021115,4,,,,,,,,,,,,,,,,,,,,,,
30.00856679,2,,,,,,,,,,,,,,,,,,,,,,
30.01692242,4,,,,,,,,,,,,,,,,,,,,,,
30.02527805,2,,,,,,,,,,,,,,,,,,,,,,
30.03363369,2,,,,,,,,,,,,,,,,,,,,,,
30.04198932,2,,,,,,,,,,,,,,,,,,,,,,
30.05034496,4,,,,,,,,,,,,,,,,,,,,,,
30.05870059,4,,,,,,,,,,,,,,,,,,,,,,
30.06705623,5,,,,,,,,,,,,,,,,,,,,,,
30.07541186,1,,,,,,,,,,,,,,,,,,,,,,
30.0837675,2,,,,,,,,,,,,,,,,,,,,,,
30.09212313,6,,,,,,,,,,,,,,,,,,,,,,
30.10047877,4,,,,,,,,,,,,,,,,,,,,,,
30.1088344,1,,,,,,,,,,,,,,,,,,,,,,
30.11719003,1,,,,,,,,,,,,,,,,,,,,,,
30.12554567,2,,,,,,,,,,,,,,,,,,,,,,
30.1339013,5,,,,,,,,,,,,,,,,,,,,,,
30.14225694,5,,,,,,,,,,,,,,,,,,,,,,
30.15061257,4,,,,,,,,,,,,,,,,,,,,,,
30.15896821,2,,,,,,,,,,,,,,,,,,,,,,
30.16732384,2,,,,,,,,,,,,,,,,,,,,,,
30.17567948,9,,,,,,,,,,,,,,,,,,,,,,
30.18403511,2,,,,,,,,,,,,,,,,,,,,,,
30.19239074,1,,,,,,,,,,,,,,,,,,,,,,
30.20074638,6,,,,,,,,,,,,,,,,,,,,,,
30.20910201,2,,,,,,,,,,,,,,,,,,,,,,
30.21745765,4,,,,,,,,,,,,,,,,,,,,,,
30.22581328,4,,,,,,,,,,,,,,,,,,,,,,
30.23416892,1,,,,,,,,,,,,,,,,,,,,,,
30.24252455,1,,,,,,,,,,,,,,,,,,,,,,
30.25088019,8,,,,,,,,,,,,,,,,,,,,,,
30.25923582,6,,,,,,,,,,,,,,,,,,,,,,
